Date,Open,High,Low,Close,Adj Close,Volume
2020-09-23,348.000000,348.250000,344.059998,344.630005,333.188995,3577100
2020-09-24,345.000000,347.329987,338.309998,347.000000,335.480286,5779300
2020-09-25,340.739990,343.769989,335.359985,342.579987,331.206970,7338500
2020-09-28,343.760010,349.769989,343.100006,349.619995,338.013336,3459200
2020-09-29,348.950012,354.290009,347.100006,352.140015,340.449646,2526000
2020-09-30,352.559998,357.700012,351.170013,355.000000,343.214691,2525800
2020-10-01,356.260010,359.690002,354.820007,358.459991,346.559845,2053000
2020-10-02,354.730011,357.839996,352.850006,355.010010,343.224365,2125000
2020-10-05,355.329987,358.980011,355.329987,358.579987,346.675842,2093500
2020-10-06,361.899994,363.000000,357.040009,358.350006,346.453491,2760400
2020-10-07,360.470001,364.739990,359.660004,363.019989,350.968445,1959100
2020-10-08,364.799988,365.970001,361.750000,365.089996,352.969727,1793100
2020-10-09,366.000000,369.750000,365.700012,369.459991,357.194641,1730700
2020-10-12,371.000000,380.660004,370.769989,376.480011,363.981628,2806900
2020-10-13,378.420013,382.290009,376.480011,380.679993,368.042145,1823300
2020-10-14,382.890015,383.869995,376.700012,378.339996,365.779846,1904400
2020-10-15,376.459991,378.359985,373.059998,376.579987,364.078278,1697800
2020-10-16,380.500000,384.869995,379.119995,381.540009,368.873627,2459400
2020-10-19,382.029999,383.089996,374.709991,375.559998,363.092163,1938100
2020-10-20,377.690002,382.079987,376.119995,378.309998,365.750854,1282300
2020-10-21,378.559998,381.279999,377.019989,377.820007,365.277130,1466500
2020-10-22,377.350006,378.380005,372.029999,375.750000,363.275848,1813200
2020-10-23,375.609985,376.519989,373.559998,374.600006,362.164032,1108000
2020-10-26,366.679993,372.630005,366.119995,370.709991,358.403168,2145000
2020-10-27,368.769989,374.910004,368.769989,372.720001,360.346436,1525400
2020-10-28,367.329987,372.410004,364.670013,364.959991,352.844025,1908300
2020-10-29,363.230011,369.089996,362.510010,364.859985,353.425232,1838500
2020-10-30,361.130005,363.850006,355.790009,357.619995,346.412170,2724100
2020-11-02,362.220001,365.660004,360.709991,364.390015,352.970001,1646300
2020-11-03,368.940002,374.799988,367.890015,371.959991,360.302704,2013100
2020-11-04,374.019989,381.640015,374.000000,376.170013,364.380798,2449800
2020-11-05,382.480011,386.579987,379.500000,385.230011,373.156860,2255800
2020-11-06,381.880005,386.799988,380.890015,385.660004,373.573395,1950200
2020-11-09,388.250000,389.500000,364.760010,365.000000,353.560883,4371300
2020-11-10,363.880005,371.540009,360.589996,366.619995,355.130066,2662600
2020-11-11,369.679993,374.700012,368.160004,372.920013,361.232666,1688800
2020-11-12,376.950012,378.239990,373.500000,375.709991,363.935181,1535900
2020-11-13,376.519989,379.829987,374.989990,378.839996,366.967102,1274600
2020-11-16,376.910004,381.279999,376.910004,379.790009,367.887360,1691500
2020-11-17,387.320007,388.480011,381.790009,381.920013,369.950592,3299100
2020-11-18,382.890015,388.049988,381.730011,382.230011,370.250854,2134600
2020-11-19,383.609985,384.709991,380.309998,383.540009,371.519836,1768900
2020-11-20,383.950012,385.500000,381.010010,381.119995,369.175659,1807600
2020-11-23,383.000000,383.059998,380.339996,381.709991,369.747162,1679600
2020-11-24,383.690002,386.049988,380.709991,384.220001,372.178467,2061100
2020-11-25,385.790009,388.339996,385.559998,387.750000,375.597839,2034200
2020-11-27,390.459991,390.670013,387.750000,388.390015,376.217834,1329400
2020-11-30,391.750000,393.149994,385.230011,391.769989,379.491852,3733800
2020-12-01,384.500000,388.070007,381.179993,387.559998,385.247314,2996800
2020-12-02,385.470001,386.880005,381.570007,383.500000,381.211548,2212800
2020-12-03,378.000000,378.730011,373.279999,374.049988,371.817932,3976400
2020-12-04,375.209991,375.309998,371.890015,373.429993,371.201660,2839700
2020-12-07,374.269989,376.500000,372.649994,373.329987,371.102234,2652900
2020-12-08,373.950012,379.519989,370.750000,377.600006,375.346741,2685500
2020-12-09,379.880005,381.000000,372.799988,374.290009,372.056488,2461600
2020-12-10,374.290009,375.000000,371.559998,372.790009,370.565460,2566300
2020-12-11,379.769989,379.769989,372.540009,375.100006,372.861664,3483900
2020-12-14,376.559998,378.179993,373.209991,374.380005,372.145996,2778400
